id,城市,省份,年月,经度,纬度,舒适天数,空气质量指数,月最高温,月最低温,月平均温,东风频率,东风均速,南风频率,南风均速,西风频率,西风均速,北风频率,北风均速,东北风频率,东北风均速,东南风频率,东南风均速,西南风频率,西南风均速,西北风频率,西北风均速
1737,湖州市,浙江省,2024-09,120.10,30.86,20,35.47,37.00,18.00,27.48,76.67,2.74,33.33,3.00,16.67,3.60,40.00,2.75,23.33,2.71,30.00,3.00,3.33,3.00,10.00,3.33
1738,湖州市,浙江省,2024-10,120.10,30.86,12,39.94,31.00,10.00,18.79,48.39,2.33,12.90,2.75,29.03,2.67,87.10,2.48,38.71,2.17,9.68,3.00,3.23,2.00,25.81,2.75
1739,湖州市,浙江省,2024-11,120.10,30.86,2,47.13,24.00,2.00,14.18,50.00,2.20,13.33,2.25,23.33,3.14,76.67,2.57,36.67,2.18,10.00,2.33,0.00,0.00,16.67,3.20
1740,湘潭市,湖南省,2023-12,112.91,27.87,0,184.00,24.00,-3.00,8.48,16.13,1.60,25.81,1.62,22.58,2.29,67.74,2.19,0.00,0.00,12.90,1.75,3.23,1.00,19.35,2.50
1741,湘潭市,湖南省,2024-01,112.91,27.87,0,85.52,22.00,-6.00,7.03,12.90,1.50,25.81,1.50,48.39,2.00,70.97,2.09,3.23,1.00,9.68,1.67,6.45,1.00,38.71,2.25
1742,湘潭市,湖南省,2024-02,112.91,27.87,1,68.21,29.00,-2.00,6.33,10.34,1.67,27.59,2.12,65.52,2.79,72.41,2.67,0.00,0.00,10.34,1.67,0.00,0.00,65.52,2.79
1743,湘潭市,湖南省,2024-03,112.91,27.87,4,64.87,32.00,3.00,14.73,38.71,1.58,38.71,2.17,38.71,2.25,61.29,1.95,19.35,1.33,19.35,1.83,3.23,1.00,35.48,2.36
1744,湘潭市,湖南省,2024-04,112.91,27.87,17,58.40,33.00,13.00,20.35,33.33,1.30,30.00,1.56,56.67,2.06,60.00,2.00,13.33,1.25,10.00,1.67,13.33,1.50,43.33,2.23
1745,湘潭市,湖南省,2024-05,112.91,27.87,24,52.61,35.00,13.00,23.06,45.16,1.50,38.71,1.75,38.71,2.08,54.84,1.88,25.81,1.50,16.13,1.40,12.90,2.00,22.58,2.29
1746,湘潭市,湖南省,2024-06,112.91,27.87,27,29.30,34.00,18.00,25.83,36.67,1.45,43.33,2.08,33.33,1.80,53.33,1.50,26.67,1.62,6.67,1.00,23.33,1.86,10.00,1.67
1747,湘潭市,湖南省,2024-07,112.91,27.87,4,28.42,41.00,22.00,31.47,6.45,2.00,87.10,3.00,58.06,3.06,12.90,3.00,3.23,1.00,3.23,3.00,51.61,3.00,6.45,3.50
1748,湘潭市,湖南省,2024-08,112.91,27.87,9,37.32,39.00,24.00,30.73,6.45,1.00,61.29,2.21,58.06,2.11,35.48,1.91,3.23,1.00,3.23,1.00,35.48,2.18,22.58,2.00
1749,湘潭市,湖南省,2024-09,112.91,27.87,17,54.23,40.00,18.00,28.65,36.67,1.55,23.33,1.43,46.67,2.50,76.67,2.43,20.00,1.67,16.67,1.40,6.67,1.50,40.00,2.67
1750,湘潭市,湖南省,2024-10,112.91,27.87,11,79.32,32.00,8.00,19.74,22.58,1.57,3.23,2.00,35.48,2.55,93.55,2.17,16.13,1.60,3.23,2.00,0.00,0.00,35.48,2.55
1751,湘潭市,湖南省,2024-11,112.91,27.87,2,88.73,28.00,5.00,15.75,33.33,1.50,3.33,2.00,23.33,3.43,93.33,2.21,26.67,1.50,3.33,2.00,0.00,0.00,23.33,3.43
1752,湛江市,广东省,2023-12,110.41,21.20,10,67.00,28.00,7.00,18.48,77.42,2.88,22.58,2.86,0.00,0.00,48.39,3.07,25.81,2.88,22.58,2.86,0.00,0.00,0.00,0.00
1753,湛江市,广东省,2024-01,110.41,21.20,14,45.58,25.00,5.00,17.66,93.55,3.45,54.84,3.47,0.00,0.00,25.81,2.88,19.35,2.67,54.84,3.47,0.00,0.00,0.00,0.00
1754,湛江市,广东省,2024-02,110.41,21.20,14,43.90,29.00,7.00,18.83,93.10,3.37,48.28,3.64,0.00,0.00,27.59,2.75,20.69,2.67,48.28,3.64,0.00,0.00,0.00,0.00
1755,湛江市,广东省,2024-03,110.41,21.20,22,41.39,33.00,8.00,21.05,90.32,3.57,64.52,3.50,3.23,3.00,16.13,2.80,12.90,2.75,58.06,3.61,3.23,3.00,0.00,0.00
1756,湛江市,广东省,2024-04,110.41,21.20,27,38.27,38.00,22.00,27.45,93.33,3.11,93.33,3.11,6.67,2.00,3.33,1.00,0.00,0.00,90.00,3.11,3.33,3.00,3.33,1.00
1757,湛江市,广东省,2024-05,110.41,21.20,27,29.97,34.00,22.00,26.45,87.10,3.22,58.06,3.00,6.45,3.00,16.13,2.20,16.13,2.20,48.39,3.13,3.23,4.00,0.00,0.00
1758,湛江市,广东省,2024-06,110.41,21.20,6,24.10,35.00,24.00,29.27,60.00,3.17,90.00,3.15,30.00,2.89,0.00,0.00,0.00,0.00,50.00,3.33,30.00,2.89,0.00,0.00
1759,湛江市,广东省,2024-07,110.41,21.20,4,19.16,35.00,24.00,29.05,80.65,3.48,83.87,3.31,16.13,3.20,0.00,0.00,0.00,0.00,64.52,3.35,16.13,3.20,0.00,0.00
1760,湛江市,广东省,2024-08,110.41,21.20,11,26.65,36.00,25.00,29.37,35.48,1.91,83.87,2.19,61.29,2.53,9.68,2.67,0.00,0.00,32.26,1.80,48.39,2.53,9.68,2.67
1761,湛江市,广东省,2024-09,110.41,21.20,13,31.27,35.00,22.00,28.30,70.00,2.71,43.33,2.69,20.00,1.83,43.33,2.54,23.33,2.71,33.33,3.00,10.00,1.67,10.00,2.00
1762,湛江市,广东省,2024-10,110.41,21.20,31,40.42,35.00,19.00,25.66,74.19,2.83,12.90,3.00,6.45,3.00,61.29,2.79,35.48,2.45,12.90,3.00,0.00,0.00,6.45,3.00
1763,湛江市,广东省,2024-11,110.41,21.20,25,47.90,32.00,14.00,22.82,70.00,2.52,3.33,2.00,6.67,2.50,63.33,2.42,36.67,2.45,3.33,2.00,0.00,0.00,6.67,2.50
1764,滁州市,安徽省,2023-12,118.31,32.33,0,164.00,23.00,-8.00,4.18,32.26,2.30,32.26,2.10,51.61,2.75,51.61,2.81,16.13,2.60,9.68,2.00,19.35,2.33,22.58,3.43
1765,滁州市,安徽省,2024-01,118.31,32.33,0,87.10,18.00,-7.00,3.40,38.71,2.58,19.35,2.33,48.39,2.07,61.29,2.42,19.35,3.00,12.90,2.00,3.23,3.00,32.26,1.90
1766,滁州市,安徽省,2024-02,118.31,32.33,0,69.45,24.00,-6.00,3.71,48.28,2.86,27.59,2.75,34.48,2.70,68.97,2.80,41.38,2.92,6.90,2.50,10.34,3.00,20.69,2.50
1767,滁州市,安徽省,2024-03,118.31,32.33,0,74.97,30.00,-1.00,11.27,51.61,2.62,38.71,2.58,41.94,2.46,51.61,2.50,29.03,2.67,16.13,2.60,16.13,2.60,22.58,2.29
1768,滁州市,安徽省,2024-04,118.31,32.33,0,59.73,28.00,6.00,17.10,83.33,2.60,33.33,2.40,10.00,2.00,46.67,2.71,40.00,2.67,26.67,2.62,3.33,1.00,3.33,3.00
1769,滁州市,安徽省,2024-05,118.31,32.33,12,57.39,33.00,11.00,21.15,74.19,2.61,45.16,2.79,22.58,2.57,32.26,2.20,25.81,2.25,32.26,2.80,9.68,2.67,6.45,2.00
1770,滁州市,安徽省,2024-06,118.31,32.33,27,52.40,36.00,17.00,26.05,70.00,2.43,63.33,2.63,23.33,2.43,20.00,1.67,13.33,2.00,40.00,2.50,16.67,3.00,6.67,1.00
1771,滁州市,安徽省,2024-07,118.31,32.33,10,30.58,38.00,21.00,29.27,22.58,3.00,80.65,2.92,61.29,2.84,9.68,1.00,3.23,1.00,16.13,3.00,51.61,3.06,3.23,1.00
1772,滁州市,安徽省,2024-08,118.31,32.33,13,41.06,38.00,24.00,30.66,48.39,2.27,48.39,2.00,41.94,2.31,41.94,2.38,29.03,2.44,12.90,1.75,29.03,2.22,9.68,2.33
1773,滁州市,安徽省,2024-09,118.31,32.33,20,37.27,38.00,15.00,26.15,80.00,3.00,23.33,2.57,6.67,2.00,60.00,3.00,43.33,3.15,20.00,2.83,0.00,0.00,6.67,2.00
1774,滁州市,安徽省,2024-10,118.31,32.33,1,47.19,27.00,5.00,16.77,74.19,2.57,12.90,2.25,12.90,2.25,77.42,2.54,54.84,2.65,12.90,2.25,0.00,0.00,9.68,1.67
1775,滁州市,安徽省,2024-11,118.31,32.33,0,51.23,25.00,0.00,12.20,70.00,2.86,10.00,3.00,26.67,2.62,76.67,2.70,53.33,2.75,6.67,3.50,3.33,2.00,20.00,2.67
1776,滨州市,山东省,2023-12,118.03,37.36,0,141.00,22.00,-18.00,-1.48,32.26,3.00,35.48,2.27,64.52,2.30,48.39,2.93,22.58,3.29,6.45,2.50,29.03,2.22,22.58,2.57
1777,滨州市,山东省,2024-01,118.03,37.36,0,96.68,9.00,-11.00,-1.24,41.94,2.46,32.26,1.70,51.61,2.31,54.84,2.76,29.03,2.89,12.90,1.50,12.90,2.00,25.81,2.62
1778,滨州市,山东省,2024-02,118.03,37.36,0,77.48,21.00,-9.00,1.03,48.28,3.43,24.14,2.86,41.38,2.58,68.97,3.10,44.83,3.54,0.00,0.00,17.24,3.00,20.69,2.33
1779,滨州市,山东省,2024-03,118.03,37.36,0,90.35,24.00,-4.00,9.23,32.26,2.90,38.71,2.67,58.06,2.67,45.16,2.86,25.81,2.88,6.45,3.00,25.81,2.75,16.13,2.80
1780,滨州市,山东省,2024-04,118.03,37.36,0,76.57,30.00,3.00,16.83,50.00,2.73,53.33,2.44,36.67,2.55,40.00,2.92,30.00,2.89,13.33,2.50,30.00,2.44,6.67,3.00
1781,滨州市,山东省,2024-05,118.03,37.36,8,70.48,35.00,10.00,21.66,35.48,2.64,67.74,2.29,54.84,2.76,32.26,3.20,19.35,3.33,16.13,1.80,41.94,2.69,12.90,3.00
1782,滨州市,山东省,2024-06,118.03,37.36,26,71.47,41.00,15.00,27.28,43.33,2.62,53.33,2.75,56.67,2.35,36.67,2.09,16.67,2.40,23.33,2.71,30.00,2.78,20.00,1.83
1783,滨州市,山东省,2024-07,118.03,37.36,24,48.39,37.00,18.00,27.82,48.39,2.20,74.19,2.35,32.26,2.70,16.13,2.80,12.90,2.75,25.81,2.00,29.03,2.67,3.23,3.00
1784,滨州市,山东省,2024-08,118.03,37.36,26,44.13,36.00,18.00,28.34,48.39,2.20,54.84,2.24,38.71,2.25,29.03,2.22,22.58,2.43,16.13,2.20,25.81,2.50,6.45,1.50
1785,滨州市,山东省,2024-09,118.03,37.36,19,45.60,34.00,10.00,23.18,80.00,2.75,30.00,1.89,10.00,1.33,63.33,2.95,53.33,3.06,20.00,2.00,6.67,1.50,3.33,1.00
1786,滨州市,山东省,2024-10,118.03,37.36,0,69.90,28.00,4.00,15.21,45.16,2.50,58.06,1.72,38.71,2.08,41.94,2.92,19.35,3.50,25.81,1.75,22.58,1.86,16.13,2.40
1787,滨州市,山东省,2024-11,118.03,37.36,0,66.67,23.00,-5.00,10.05,50.00,2.13,40.00,1.83,43.33,2.54,40.00,2.75,16.67,2.20,23.33,2.00,13.33,1.50,20.00,3.17
1788,漯河市,河南省,2023-12,114.02,33.56,0,149.00,23.00,-9.00,3.16,38.71,2.25,25.81,2.50,48.39,2.73,58.06,2.78,25.81,2.50,6.45,2.00,19.35,2.67,22.58,2.86
1789,漯河市,河南省,2024-01,114.02,33.56,0,126.19,15.00,-8.00,2.71,35.48,2.64,32.26,1.80,45.16,2.07,61.29,2.63,25.81,3.00,6.45,1.50,19.35,2.00,22.58,2.14
1790,漯河市,河南省,2024-02,114.02,33.56,0,100.38,21.00,-9.00,3.50,55.17,2.81,27.59,2.88,34.48,2.40,68.97,2.75,48.28,3.00,3.45,2.00,17.24,2.80,17.24,2.00
1791,漯河市,河南省,2024-03,114.02,33.56,0,92.52,28.00,0.00,12.00,48.39,2.47,45.16,2.50,32.26,2.50,41.94,2.69,29.03,2.56,16.13,2.60,16.13,2.60,6.45,2.50
1792,漯河市,河南省,2024-04,114.02,33.56,1,67.93,31.00,4.00,18.10,63.33,2.63,56.67,2.47,10.00,2.33,36.67,2.91,23.33,2.86,33.33,2.60,3.33,1.00,6.67,3.00
1793,漯河市,河南省,2024-05,114.02,33.56,19,76.42,37.00,10.00,24.21,51.61,2.75,61.29,2.74,25.81,3.38,29.03,2.67,19.35,2.83,25.81,2.62,16.13,3.80,6.45,2.50
1794,漯河市,河南省,2024-06,114.02,33.56,24,67.73,41.00,19.00,28.70,43.33,2.54,70.00,2.67,33.33,2.50,26.67,2.38,10.00,2.67,33.33,2.50,13.33,3.00,16.67,2.20
1795,漯河市,河南省,2024-07,114.02,33.56,19,32.26,38.00,20.00,28.58,35.48,2.73,64.52,2.80,32.26,2.80,29.03,2.89,16.13,3.20,12.90,2.00,29.03,3.00,3.23,1.00
1796,漯河市,河南省,2024-08,114.02,33.56,22,41.48,36.00,22.00,29.15,54.84,2.18,51.61,2.44,25.81,2.75,45.16,2.57,29.03,2.33,22.58,2.00,16.13,2.60,9.68,3.00
1797,漯河市,河南省,2024-09,114.02,33.56,23,50.70,38.00,11.00,24.50,73.33,2.86,26.67,2.50,6.67,3.00,63.33,3.26,40.00,3.17,23.33,2.57,3.33,2.00,3.33,4.00
1798,漯河市,河南省,2024-10,114.02,33.56,1,96.94,30.00,7.00,17.42,70.97,2.36,35.48,2.18,19.35,2.50,38.71,3.00,22.58,2.86,22.58,2.29,12.90,2.00,6.45,3.50
1799,漯河市,河南省,2024-11,114.02,33.56,0,84.10,24.00,0.00,11.95,56.67,2.24,26.67,2.38,33.33,3.00,56.67,2.71,23.33,2.00,23.33,2.43,3.33,2.00,26.67,3.25
1800,漳州市,福建省,2023-12,117.35,24.52,3,70.00,31.00,5.00,16.84,80.65,1.32,45.16,1.50,12.90,1.25,29.03,1.22,12.90,1.25,41.94,1.54,3.23,1.00,9.68,1.33
1801,漳州市,福建省,2024-01,117.35,24.52,0,60.29,26.00,3.00,14.89,87.10,1.33,48.39,1.53,9.68,1.00,32.26,1.00,22.58,1.00,48.39,1.53,0.00,0.00,6.45,1.00
1802,漳州市,福建省,2024-02,117.35,24.52,4,38.86,30.00,7.00,16.72,79.31,1.43,75.86,1.50,6.90,1.00,6.90,1.00,6.90,1.00,55.17,1.50,6.90,1.00,0.00,0.00
1803,漳州市,福建省,2024-03,117.35,24.52,9,49.32,32.00,8.00,18.40,61.29,1.63,77.42,1.62,35.48,1.36,19.35,1.17,6.45,1.00,51.61,1.75,22.58,1.43,12.90,1.25
1804,漳州市,福建省,2024-04,117.35,24.52,27,37.03,32.00,17.00,23.48,63.33,1.53,80.00,1.54,30.00,1.33,3.33,1.00,0.00,0.00,50.00,1.60,23.33,1.43,3.33,1.00
1805,漳州市,福建省,2024-05,117.35,24.52,29,37.45,33.00,17.00,24.06,80.65,1.44,64.52,1.50,19.35,1.17,12.90,1.00,3.23,1.00,58.06,1.50,6.45,1.50,9.68,1.00
1806,漳州市,福建省,2024-06,117.35,24.52,16,23.40,36.00,19.00,27.60,33.33,1.10,86.67,1.58,33.33,1.50,10.00,1.00,0.00,0.00,30.00,1.11,23.33,1.71,10.00,1.00
1807,漳州市,福建省,2024-07,117.35,24.52,4,21.26,39.00,25.00,30.35,51.61,1.62,93.55,1.72,16.13,2.00,6.45,2.00,0.00,0.00,51.61,1.62,9.68,2.00,6.45,2.00
1808,漳州市,福建省,2024-08,117.35,24.52,18,30.00,39.00,25.00,29.89,70.97,1.18,77.42,1.17,22.58,1.14,6.45,1.00,0.00,0.00,61.29,1.16,12.90,1.25,6.45,1.00
1809,漳州市,福建省,2024-09,117.35,24.52,23,27.00,36.00,23.00,29.15,90.00,1.41,53.33,1.38,10.00,1.00,30.00,1.22,23.33,1.29,50.00,1.40,3.33,1.00,6.67,1.00
1810,漳州市,福建省,2024-10,117.35,24.52,31,30.58,33.00,19.00,25.73,74.19,1.17,41.94,1.08,22.58,1.71,45.16,1.50,22.58,1.29,41.94,1.08,0.00,0.00,19.35,1.83
1811,漳州市,福建省,2024-11,117.35,24.52,15,29.83,33.00,9.00,21.47,73.33,1.45,40.00,1.33,20.00,1.33,43.33,1.31,16.67,1.40,40.00,1.33,0.00,0.00,20.00,1.33
1812,潍坊市,山东省,2023-12,119.10,36.62,0,149.00,24.00,-12.00,0.56,22.58,2.57,29.03,2.00,54.84,2.65,70.97,2.91,16.13,3.00,6.45,1.50,9.68,2.00,45.16,2.79
1813,潍坊市,山东省,2024-01,119.10,36.62,0,84.42,11.00,-10.00,0.15,29.03,3.00,29.03,2.22,51.61,2.38,61.29,3.05,12.90,3.75,16.13,2.40,6.45,2.00,35.48,2.73
1814,潍坊市,山东省,2024-02,119.10,36.62,0,76.10,21.00,-7.00,1.19,37.93,3.64,24.14,3.00,31.03,2.33,75.86,3.09,31.03,3.67,6.90,3.50,3.45,2.00,27.59,2.38
1815,潍坊市,山东省,2024-03,119.10,36.62,0,84.00,24.00,-3.00,9.53,22.58,3.14,45.16,2.57,41.94,2.54,51.61,2.94,12.90,3.25,9.68,3.00,16.13,2.20,22.58,2.71
1816,潍坊市,山东省,2024-04,119.10,36.62,0,64.73,29.00,3.00,17.40,63.33,2.79,60.00,2.72,13.33,2.00,26.67,3.00,13.33,3.00,43.33,2.85,3.33,1.00,3.33,3.00
1817,潍坊市,山东省,2024-05,119.10,36.62,12,64.81,35.00,11.00,21.84,35.48,2.82,54.84,3.06,22.58,2.86,41.94,2.85,9.68,3.00,22.58,3.00,9.68,3.00,12.90,2.75
1818,潍坊市,山东省,2024-06,119.10,36.62,28,55.60,39.00,16.00,27.02,53.33,2.69,63.33,2.68,26.67,2.12,30.00,2.33,13.33,2.75,36.67,2.73,10.00,2.33,13.33,2.00
1819,潍坊市,山东省,2024-07,119.10,36.62,21,42.03,37.00,19.00,27.77,41.94,2.46,67.74,2.52,35.48,2.27,29.03,2.56,12.90,2.50,25.81,2.62,25.81,2.38,9.68,2.00
1820,潍坊市,山东省,2024-08,119.10,36.62,23,42.03,37.00,21.00,28.92,48.39,2.27,48.39,2.40,32.26,1.80,48.39,1.73,22.58,2.00,22.58,2.57,12.90,2.25,19.35,1.50
1821,潍坊市,山东省,2024-09,119.10,36.62,20,38.83,35.00,12.00,24.13,66.67,2.55,26.67,2.50,6.67,2.00,70.00,2.81,43.33,2.69,20.00,2.50,0.00,0.00,6.67,2.00
1822,潍坊市,山东省,2024-10,119.10,36.62,0,60.84,26.00,5.00,15.65,54.84,2.41,51.61,1.94,29.03,2.44,48.39,2.67,16.13,3.20,38.71,2.08,9.68,1.67,19.35,2.83
1823,潍坊市,山东省,2024-11,119.10,36.62,0,60.93,24.00,-4.00,10.42,40.00,2.17,36.67,1.91,40.00,2.58,60.00,2.67,23.33,2.14,16.67,2.20,13.33,1.50,23.33,3.14
1824,潮州市,广东省,2023-12,116.63,23.68,4,66.00,30.00,5.00,17.21,61.29,1.26,32.26,1.40,22.58,2.57,45.16,2.00,12.90,1.25,25.81,1.38,0.00,0.00,22.58,2.57
1825,潮州市,广东省,2024-01,116.63,23.68,0,56.77,26.00,2.00,15.52,70.97,1.64,58.06,1.72,6.45,2.50,41.94,1.77,12.90,1.25,58.06,1.72,0.00,0.00,6.45,2.50
1826,潮州市,广东省,2024-02,116.63,23.68,5,45.24,29.00,6.00,17.26,82.76,1.83,72.41,1.95,13.79,1.50,24.14,1.29,10.34,1.00,68.97,2.00,3.45,1.00,10.34,1.67
1827,潮州市,广东省,2024-03,116.63,23.68,10,59.97,32.00,5.00,18.90,61.29,1.79,61.29,2.21,22.58,2.29,25.81,1.50,12.90,1.25,41.94,2.08,12.90,2.50,6.45,2.00
1828,潮州市,广东省,2024-04,116.63,23.68,29,41.17,33.00,17.00,23.82,53.33,2.00,96.67,2.14,36.67,2.27,0.00,0.00,0.00,0.00,50.00,2.00,36.67,2.27,0.00,0.00
1829,潮州市,广东省,2024-05,116.63,23.68,27,38.26,33.00,16.00,24.16,80.65,1.56,70.97,1.68,16.13,1.60,12.90,1.00,9.68,1.00,58.06,1.67,9.68,2.00,3.23,1.00
1830,潮州市,广东省,2024-06,116.63,23.68,17,27.13,34.00,21.00,27.55,26.67,1.62,90.00,2.33,46.67,2.29,10.00,1.00,10.00,1.00,16.67,2.00,46.67,2.29,0.00,0.00
1831,潮州市,广东省,2024-07,116.63,23.68,12,25.48,37.00,24.00,29.19,61.29,2.32,93.55,2.28,29.03,2.22,0.00,0.00,0.00,0.00,61.29,2.32,22.58,2.14,0.00,0.00
1832,潮州市,广东省,2024-08,116.63,23.68,24,36.65,37.00,24.00,29.34,25.81,1.62,87.10,1.59,64.52,1.60,3.23,1.00,0.00,0.00,25.81,1.62,51.61,1.62,3.23,1.00
1833,潮州市,广东省,2024-09,116.63,23.68,26,30.93,36.00,23.00,28.82,76.67,1.78,46.67,1.50,10.00,1.00,30.00,1.44,20.00,1.50,36.67,1.64,3.33,1.00,3.33,1.00
1834,潮州市,广东省,2024-10,116.63,23.68,31,33.55,33.00,19.00,25.31,51.61,1.31,25.81,1.50,22.58,2.71,64.52,2.00,16.13,1.20,25.81,1.50,0.00,0.00,22.58,2.71
1835,潮州市,广东省,2024-11,116.63,23.68,16,32.63,32.00,8.00,21.48,70.00,1.86,20.00,1.67,20.00,2.50,66.67,2.10,36.67,2.00,20.00,1.67,0.00,0.00,20.00,2.50
1836,濮阳市,河南省,2023-12,114.98,35.71,0,162.00,21.00,-13.00,0.08,22.58,2.43,38.71,2.08,41.94,1.92,58.06,2.50,22.58,2.43,0.00,0.00,29.03,2.11,9.68,1.33
1837,濮阳市,河南省,2024-01,114.98,35.71,0,110.16,12.00,-10.00,0.26,29.03,2.89,48.39,2.00,38.71,1.92,45.16,2.71,19.35,3.67,6.45,1.50,32.26,2.10,6.45,1.00
1838,濮阳市,河南省,2024-02,114.98,35.71,0,100.69,19.00,-7.00,2.62,48.28,2.71,31.03,2.89,27.59,2.75,65.52,2.53,44.83,2.85,0.00,0.00,24.14,3.00,3.45,1.00
1839,濮阳市,河南省,2024-03,114.98,35.71,0,82.19,24.00,-1.00,10.92,41.94,2.15,48.39,2.93,41.94,2.92,48.39,2.47,29.03,2.33,9.68,1.67,29.03,3.22,12.90,2.25
1840,濮阳市,河南省,2024-04,114.98,35.71,2,67.73,30.00,5.00,17.70,30.00,2.22,60.00,2.83,26.67,3.00,40.00,2.58,16.67,2.00,13.33,2.50,23.33,2.86,3.33,4.00
1841,濮阳市,河南省,2024-05,114.98,35.71,18,65.48,35.00,11.00,22.61,35.48,2.73,58.06,3.11,25.81,3.62,41.94,2.69,25.81,2.88,9.68,2.33,22.58,3.86,3.23,2.00
1842,濮阳市,河南省,2024-06,114.98,35.71,27,67.90,39.00,18.00,28.25,46.67,2.43,76.67,2.61,46.67,2.64,20.00,2.50,10.00,2.33,33.33,2.60,40.00,2.67,6.67,2.50
1843,濮阳市,河南省,2024-07,114.98,35.71,25,42.13,36.00,18.00,27.47,45.16,2.36,61.29,2.74,35.48,2.64,32.26,2.50,22.58,2.43,16.13,2.40,32.26,2.80,3.23,1.00
1844,濮阳市,河南省,2024-08,114.98,35.71,26,39.06,35.00,20.00,28.44,58.06,2.22,51.61,2.44,25.81,2.50,45.16,2.29,35.48,2.36,19.35,2.00,19.35,2.67,6.45,2.00
1845,濮阳市,河南省,2024-09,114.98,35.71,19,49.20,35.00,10.00,23.27,80.00,2.88,30.00,2.56,0.00,0.00,66.67,3.05,56.67,3.12,20.00,2.50,0.00,0.00,0.00,0.00
1846,濮阳市,河南省,2024-10,114.98,35.71,0,92.00,28.00,3.00,15.68,45.16,2.07,61.29,2.21,19.35,2.50,35.48,2.55,16.13,2.60,25.81,1.88,16.13,2.80,3.23,1.00
1847,濮阳市,河南省,2024-11,114.98,35.71,0,78.27,22.00,-2.00,10.42,46.67,2.36,46.67,2.36,40.00,2.33,43.33,2.46,23.33,2.43,16.67,2.60,23.33,2.00,13.33,2.75
1848,烟台市,山东省,2023-12,121.39,37.52,0,64.00,19.00,-10.00,0.52,16.13,3.60,35.48,2.27,80.65,3.36,58.06,4.17,12.90,4.25,3.23,1.00,32.26,2.40,41.94,4.08
1849,烟台市,山东省,2024-01,121.39,37.52,0,56.42,9.00,-10.00,0.05,19.35,2.33,22.58,2.43,58.06,3.22,61.29,3.63,6.45,3.00,12.90,2.00,6.45,3.50,35.48,3.73
1850,烟台市,山东省,2024-02,121.39,37.52,0,60.00,18.00,-5.00,0.69,17.24,3.60,20.69,3.33,34.48,3.40,79.31,3.57,17.24,3.60,0.00,0.00,3.45,2.00,31.03,3.56
1851,烟台市,山东省,2024-03,121.39,37.52,0,68.42,20.00,-5.00,6.87,19.35,2.50,41.94,2.69,58.06,2.94,54.84,3.24,12.90,2.75,6.45,2.00,25.81,2.50,29.03,3.22
1852,烟台市,山东省,2024-04,121.39,37.52,0,53.20,26.00,4.00,14.83,40.00,2.50,43.33,3.31,36.67,3.09,46.67,2.64,16.67,2.00,16.67,3.00,6.67,4.00,26.67,3.12
1853,烟台市,山东省,2024-05,121.39,37.52,3,46.55,30.00,11.00,19.03,22.58,2.29,45.16,3.29,51.61,3.00,51.61,2.88,6.45,2.00,16.13,2.40,9.68,3.00,38.71,3.17
1854,烟台市,山东省,2024-06,121.39,37.52,25,38.37,35.00,15.00,23.75,50.00,2.20,50.00,2.93,20.00,2.17,36.67,2.00,16.67,1.60,23.33,2.57,3.33,2.00,13.33,2.50
1855,烟台市,山东省,2024-07,121.39,37.52,23,34.55,35.00,19.00,26.11,29.03,2.56,58.06,2.83,35.48,2.82,29.03,2.22,9.68,2.33,9.68,2.00,22.58,2.86,9.68,2.33
1856,烟台市,山东省,2024-08,121.39,37.52,24,33.35,34.00,20.00,27.48,45.16,2.21,35.48,2.73,12.90,2.25,64.52,1.90,35.48,2.18,9.68,2.33,3.23,3.00,9.68,2.00
1857,烟台市,山东省,2024-09,121.39,37.52,23,30.87,32.00,15.00,23.00,56.67,2.41,20.00,2.33,10.00,2.33,73.33,2.82,40.00,2.58,10.00,2.00,3.33,2.00,6.67,2.50
1858,烟台市,山东省,2024-10,121.39,37.52,0,41.35,24.00,8.00,15.55,48.39,2.07,29.03,1.89,29.03,3.33,64.52,3.10,16.13,2.40,29.03,1.89,0.00,0.00,29.03,3.33
1859,烟台市,山东省,2024-11,121.39,37.52,0,43.00,23.00,-3.00,10.50,26.67,2.38,30.00,2.22,43.33,3.46,56.67,3.24,20.00,2.50,6.67,2.00,10.00,2.33,20.00,3.67
1860,焦作市,河南省,2023-12,113.21,35.24,0,101.00,23.00,-9.00,3.03,29.03,1.78,41.94,1.62,64.52,2.45,35.48,2.73,3.23,3.00,12.90,1.00,22.58,2.00,32.26,2.70
1861,焦作市,河南省,2024-01,113.21,35.24,0,115.68,16.00,-9.00,2.00,38.71,1.75,38.71,1.75,58.06,2.39,32.26,2.40,6.45,2.00,19.35,1.33,19.35,2.17,22.58,2.71
1862,焦作市,河南省,2024-02,113.21,35.24,0,109.10,17.00,-6.00,3.24,48.28,2.07,51.72,1.47,44.83,1.85,20.69,2.67,6.90,3.50,20.69,1.33,24.14,1.43,13.79,2.25
1863,焦作市,河南省,2024-03,113.21,35.24,0,92.71,26.00,-1.00,11.29,45.16,2.36,61.29,1.89,48.39,2.33,16.13,3.00,0.00,0.00,25.81,1.88,29.03,1.89,16.13,3.00
1864,焦作市,河南省,2024-04,113.21,35.24,2,76.83,29.00,7.00,17.68,53.33,2.19,73.33,2.00,30.00,2.11,13.33,2.50,6.67,2.50,33.33,2.10,23.33,2.00,6.67,2.50
